::1 - - [05/May/2026:00:55:05 +0000] "POST /usuario/login HTTP/1.1" 404 153 "-" "PostmanRuntime/7.53.0"
::1 - - [05/May/2026:00:55:18 +0000] "POST /usuarios/login HTTP/1.1" 200 286 "-" "PostmanRuntime/7.53.0"
::1 - - [05/May/2026:00:57:02 +0000] "GET /noticias/createNoticia HTTP/1.1" 404 161 "-" "PostmanRuntime/7.53.0"
::1 - - [05/May/2026:00:57:07 +0000] "POST /noticias/createNoticia HTTP/1.1" 401 32 "-" "PostmanRuntime/7.53.0"
::1 - - [05/May/2026:00:57:18 +0000] "POST /noticias/createNoticia HTTP/1.1" 500 35 "-" "PostmanRuntime/7.53.0"
::1 - - [05/May/2026:00:59:12 +0000] "POST /noticias/createNoticia HTTP/1.1" 201 324 "-" "PostmanRuntime/7.53.0"
::1 - - [06/May/2026:21:55:06 +0000] "GET /comentarios/createCommentary HTTP/1.1" 404 167 "-" "PostmanRuntime/7.53.0"
::1 - - [06/May/2026:21:55:08 +0000] "POST /comentarios/createCommentary HTTP/1.1" 401 32 "-" "PostmanRuntime/7.53.0"
::1 - - [06/May/2026:21:55:13 +0000] "POST /usuarios/login HTTP/1.1" 200 286 "-" "PostmanRuntime/7.53.0"
::1 - - [06/May/2026:21:55:28 +0000] "POST /comentarios/createCommentary HTTP/1.1" 201 317 "-" "PostmanRuntime/7.53.0"
::1 - - [07/May/2026:00:44:35 +0000] "POST /usuarios/login HTTP/1.1" 200 286 "-" "PostmanRuntime/7.54.0"
::1 - - [07/May/2026:00:44:39 +0000] "OPTIONS /usuarios/login HTTP/1.1" 200 4 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:45:04 +0000] "OPTIONS /usuarios/login HTTP/1.1" 200 4 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:47:54 +0000] "OPTIONS /usuarios/login HTTP/1.1" 200 4 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:48:05 +0000] "POST /usuarios/login HTTP/1.1" 200 286 "-" "PostmanRuntime/7.54.0"
::1 - - [07/May/2026:00:48:24 +0000] "OPTIONS /usuarios/login HTTP/1.1" 200 4 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:49:29 +0000] "OPTIONS /usuarios/login HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:49:29 +0000] "POST /usuarios/login HTTP/1.1" 400 46 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:50:33 +0000] "OPTIONS /usuarios/login HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:50:33 +0000] "POST /usuarios/login HTTP/1.1" 400 46 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:51:08 +0000] "OPTIONS /usuarios/login HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [07/May/2026:00:51:08 +0000] "POST /usuarios/login HTTP/1.1" 200 286 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:20 +0000] "OPTIONS /usuarios/login HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:20 +0000] "POST /usuarios/login HTTP/1.1" 200 286 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:20 +0000] "OPTIONS /noticias/getAllNoticias HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:20 +0000] "OPTIONS /posts/getAllPosts HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:20 +0000] "GET /noticias/getAllNoticias HTTP/1.1" 200 352 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:20 +0000] "GET /posts/getAllPosts HTTP/1.1" 200 2 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:24 +0000] "GET /noticias/getAllNoticias HTTP/1.1" 304 - "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:24 +0000] "GET /posts/getAllPosts HTTP/1.1" 304 - "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:26 +0000] "OPTIONS /usuarios/getUsuarioByNick/undefined HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:35:26 +0000] "GET /usuarios/getUsuarioByNick/undefined HTTP/1.1" 404 31 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
::1 - - [11/May/2026:22:36:52 +0000] "OPTIONS /noticias/getAllNoticias HTTP/1.1" 204 0 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0"
